county,date,customers_out
Bradley,2021-02-08,0
Campbell,2021-02-08,105
Cannon,2021-02-08,8
Cheatham,2021-02-08,1
Claiborne,2021-02-08,111
Clay,2021-02-08,0
Cocke,2021-02-08,32
Coffee,2021-02-08,0
Crockett,2021-02-08,5
Cumberland,2021-02-08,0
Davidson,2021-02-08,30
DeKalb,2021-02-08,0
Dickson,2021-02-08,0
Dyer,2021-02-08,45
Fayette,2021-02-08,47
Fentress,2021-02-08,0
Franklin,2021-02-08,5
Gibson,2021-02-08,2
Giles,2021-02-08,53
Greene,2021-02-08,12
Grundy,2021-02-08,112
Hamblen,2021-02-08,1
Hamilton,2021-02-08,1
Hancock,2021-02-08,29
Hardeman,2021-02-08,0
Hawkins,2021-02-08,24
Haywood,2021-02-08,0
Henry,2021-02-08,289
Hickman,2021-02-08,0
Jackson,2021-02-08,0
Jefferson,2021-02-08,2
Knox,2021-02-08,111
Lawrence,2021-02-08,20
Loudon,2021-02-08,3
Macon,2021-02-08,1
Madison,2021-02-08,2
Marion,2021-02-08,1
Marshall,2021-02-08,4
Maury,2021-02-08,26
McMinn,2021-02-08,0
Meigs,2021-02-08,0
Monroe,2021-02-08,3
Montgomery,2021-02-08,130
Morgan,2021-02-08,0
Overton,2021-02-08,0
Pickett,2021-02-08,0
Polk,2021-02-08,0
Putnam,2021-02-08,0
Rhea,2021-02-08,0
Roane,2021-02-08,0
Robertson,2021-02-08,34
Rutherford,2021-02-08,23
Scott,2021-02-08,0
Sequatchie,2021-02-08,1
Sevier,2021-02-08,118
Shelby,2021-02-08,65
Smith,2021-02-08,2
Stewart,2021-02-08,1
Sullivan,2021-02-08,76
Sumner,2021-02-08,9
Tipton,2021-02-08,19
Trousdale,2021-02-08,4
Union,2021-02-08,6
Warren,2021-02-08,0
Washington,2021-02-08,38
White,2021-02-08,0
Williamson,2021-02-08,1043
Wilson,2021-02-08,182
Anderson,2021-02-09,6
Bedford,2021-02-09,5
Bledsoe,2021-02-09,1
Blount,2021-02-09,141
Bradley,2021-02-09,41
Campbell,2021-02-09,31
Cannon,2021-02-09,6
Cheatham,2021-02-09,2
Claiborne,2021-02-09,8
Clay,2021-02-09,3
Cocke,2021-02-09,22
Coffee,2021-02-09,3
Cumberland,2021-02-09,0
Davidson,2021-02-09,314
DeKalb,2021-02-09,1
Fayette,2021-02-09,1
Fentress,2021-02-09,0
Franklin,2021-02-09,2
Giles,2021-02-09,2
Greene,2021-02-09,7
Grundy,2021-02-09,0
Hamblen,2021-02-09,3
Hamilton,2021-02-09,0
Hancock,2021-02-09,29
Hawkins,2021-02-09,58
Henderson,2021-02-09,2
Henry,2021-02-09,40
Jefferson,2021-02-09,1
Knox,2021-02-09,188
Lawrence,2021-02-09,5
Lewis,2021-02-09,0
Lincoln,2021-02-09,0
Loudon,2021-02-09,33
Madison,2021-02-09,2
Marion,2021-02-09,3
Marshall,2021-02-09,13
Maury,2021-02-09,8
McMinn,2021-02-09,0
Meigs,2021-02-09,0
Monroe,2021-02-09,61
Montgomery,2021-02-09,73
Moore,2021-02-09,0
Morgan,2021-02-09,0
Obion,2021-02-09,1
Overton,2021-02-09,0
Pickett,2021-02-09,0
Polk,2021-02-09,0
Putnam,2021-02-09,0
Rhea,2021-02-09,0
Roane,2021-02-09,0
Robertson,2021-02-09,13
Rutherford,2021-02-09,9
Scott,2021-02-09,0
Sevier,2021-02-09,8
Shelby,2021-02-09,93
Stewart,2021-02-09,1
Sullivan,2021-02-09,10
Sumner,2021-02-09,6
Tipton,2021-02-09,30
Trousdale,2021-02-09,18
Union,2021-02-09,8
Washington,2021-02-09,26
White,2021-02-09,0
Williamson,2021-02-09,8
Wilson,2021-02-09,22
Anderson,2021-02-10,495
Bedford,2021-02-10,161
Bledsoe,2021-02-10,4
Blount,2021-02-10,162
Bradley,2021-02-10,39
Campbell,2021-02-10,360
Cannon,2021-02-10,7
Carter,2021-02-10,0
Cheatham,2021-02-10,2
Claiborne,2021-02-10,1
Clay,2021-02-10,9
Cocke,2021-02-10,310
Coffee,2021-02-10,28
Crockett,2021-02-10,1
Cumberland,2021-02-10,0
Davidson,2021-02-10,23
DeKalb,2021-02-10,0
Dickson,2021-02-10,0
Fayette,2021-02-10,1
Fentress,2021-02-10,0
Franklin,2021-02-10,4
Gibson,2021-02-10,51
Giles,2021-02-10,25
Grainger,2021-02-10,2
Greene,2021-02-10,7
Hamblen,2021-02-10,2835
Hamilton,2021-02-10,0
Hancock,2021-02-10,1
Hardeman,2021-02-10,0
Hawkins,2021-02-10,147
Haywood,2021-02-10,193
Henry,2021-02-10,6
Hickman,2021-02-10,0
Jefferson,2021-02-10,1
Knox,2021-02-10,714
Lake,2021-02-10,5
Lawrence,2021-02-10,26
Lincoln,2021-02-10,1
Loudon,2021-02-10,32
Madison,2021-02-10,3
Marion,2021-02-10,6
Marshall,2021-02-10,2
Maury,2021-02-10,7
McMinn,2021-02-10,0
Meigs,2021-02-10,0
Monroe,2021-02-10,10
Montgomery,2021-02-10,62
Moore,2021-02-10,1
Morgan,2021-02-10,0
Obion,2021-02-10,5
Overton,2021-02-10,0
Pickett,2021-02-10,0
Polk,2021-02-10,0
Putnam,2021-02-10,0
Rhea,2021-02-10,0
Roane,2021-02-10,0
Robertson,2021-02-10,30
Rutherford,2021-02-10,18
Scott,2021-02-10,0
Sevier,2021-02-10,25
Shelby,2021-02-10,1297
Smith,2021-02-10,0
Sullivan,2021-02-10,35
Sumner,2021-02-10,2
Tipton,2021-02-10,790
Trousdale,2021-02-10,5
Union,2021-02-10,42
Warren,2021-02-10,0
Washington,2021-02-10,13
White,2021-02-10,0
Williamson,2021-02-10,6
Wilson,2021-02-10,3240
Anderson,2021-02-11,40
Bedford,2021-02-11,2
Bledsoe,2021-02-11,0
Blount,2021-02-11,8
Bradley,2021-02-11,0
Campbell,2021-02-11,54
Carter,2021-02-11,0
Cheatham,2021-02-11,3
Chester,2021-02-11,2
Claiborne,2021-02-11,914
Cocke,2021-02-11,15
Crockett,2021-02-11,215
Cumberland,2021-02-11,0
Davidson,2021-02-11,10
Fayette,2021-02-11,1887
Fentress,2021-02-11,0
Franklin,2021-02-11,2
Gibson,2021-02-11,57
Giles,2021-02-11,25
Grainger,2021-02-11,2
Greene,2021-02-11,3
Hamblen,2021-02-11,3
Hamilton,2021-02-11,0
Hancock,2021-02-11,2
Hardeman,2021-02-11,1
Hawkins,2021-02-11,6
Haywood,2021-02-11,593
Henry,2021-02-11,56
Jefferson,2021-02-11,1
Knox,2021-02-11,2349
Lawrence,2021-02-11,5
Loudon,2021-02-11,1
Madison,2021-02-11,922
Marshall,2021-02-11,58
Maury,2021-02-11,2
McMinn,2021-02-11,0
Meigs,2021-02-11,0
Monroe,2021-02-11,5
Montgomery,2021-02-11,519
Morgan,2021-02-11,0
Obion,2021-02-11,35
Overton,2021-02-11,0
Pickett,2021-02-11,0
Polk,2021-02-11,0
Putnam,2021-02-11,0
Rhea,2021-02-11,0
Roane,2021-02-11,0
Robertson,2021-02-11,21
Rutherford,2021-02-11,4
Scott,2021-02-11,0
Sequatchie,2021-02-11,1
Sevier,2021-02-11,347
Shelby,2021-02-11,8487
Stewart,2021-02-11,80
Sullivan,2021-02-11,11
Sumner,2021-02-11,1
Tipton,2021-02-11,790
Union,2021-02-11,1
Washington,2021-02-11,0
White,2021-02-11,0
Williamson,2021-02-11,825
Wilson,2021-02-11,2
Anderson,2021-02-12,2
Bedford,2021-02-12,3
Bledsoe,2021-02-12,239
Blount,2021-02-12,1
Bradley,2021-02-12,1
Campbell,2021-02-12,266
Carter,2021-02-12,0
Cheatham,2021-02-12,1
Chester,2021-02-12,3
Claiborne,2021-02-12,17
Cocke,2021-02-12,216
Coffee,2021-02-12,3
Crockett,2021-02-12,500
Cumberland,2021-02-12,0
Davidson,2021-02-12,260
Fayette,2021-02-12,383
Fentress,2021-02-12,0
Franklin,2021-02-12,187
Gibson,2021-02-12,503
Giles,2021-02-12,11
Grainger,2021-02-12,1
Greene,2021-02-12,112
Hamblen,2021-02-12,4
Hamilton,2021-02-12,0
Hancock,2021-02-12,1
Hardeman,2021-02-12,0
Hawkins,2021-02-12,4
Haywood,2021-02-12,1
Henderson,2021-02-12,0
Henry,2021-02-12,77
Knox,2021-02-12,131
Lauderdale,2021-02-12,0
Lawrence,2021-02-12,25
Loudon,2021-02-12,749
Madison,2021-02-12,425
Marshall,2021-02-12,22
Maury,2021-02-12,3
McMinn,2021-02-12,0
Meigs,2021-02-12,0
Monroe,2021-02-12,14
Montgomery,2021-02-12,83
Moore,2021-02-12,9
Morgan,2021-02-12,0
Overton,2021-02-12,0
Pickett,2021-02-12,0
Polk,2021-02-12,0
Putnam,2021-02-12,0
Rhea,2021-02-12,0
Roane,2021-02-12,0
Robertson,2021-02-12,2
Rutherford,2021-02-12,3
Scott,2021-02-12,0
Sequatchie,2021-02-12,5
Sevier,2021-02-12,22
Shelby,2021-02-12,12564
Stewart,2021-02-12,1
Sullivan,2021-02-12,145
Sumner,2021-02-12,2
Tipton,2021-02-12,3
Unicoi,2021-02-12,2
Union,2021-02-12,2
Van Buren,2021-02-12,696
Washington,2021-02-12,0
White,2021-02-12,0
Williamson,2021-02-12,29
Wilson,2021-02-12,5
Anderson,2021-02-13,2
Bedford,2021-02-13,2
Bledsoe,2021-02-13,15
Blount,2021-02-13,7
Bradley,2021-02-13,0
Carter,2021-02-13,0
Cheatham,2021-02-13,30
Chester,2021-02-13,3
Claiborne,2021-02-13,4
Cocke,2021-02-13,3
Coffee,2021-02-13,61
Crockett,2021-02-13,1435
Cumberland,2021-02-13,0
Davidson,2021-02-13,144
Fayette,2021-02-13,5
Fentress,2021-02-13,0
Franklin,2021-02-13,4
Gibson,2021-02-13,15
Giles,2021-02-13,3
Greene,2021-02-13,47
Grundy,2021-02-13,115
Hamblen,2021-02-13,0
Hamilton,2021-02-13,1
Hancock,2021-02-13,1
Hawkins,2021-02-13,59
Haywood,2021-02-13,1
Henry,2021-02-13,516
Knox,2021-02-13,480
Lake,2021-02-13,1
Lawrence,2021-02-13,7
Loudon,2021-02-13,0
Macon,2021-02-13,2
Marion,2021-02-13,1
Marshall,2021-02-13,74
Maury,2021-02-13,1
McMinn,2021-02-13,0
Meigs,2021-02-13,0
Monroe,2021-02-13,5
Montgomery,2021-02-13,98
Morgan,2021-02-13,0
Obion,2021-02-13,148
Overton,2021-02-13,0
Pickett,2021-02-13,0
Polk,2021-02-13,0
Putnam,2021-02-13,0
Rhea,2021-02-13,1
Roane,2021-02-13,0
Robertson,2021-02-13,2
Rutherford,2021-02-13,1
Scott,2021-02-13,0
Sequatchie,2021-02-13,1
Sevier,2021-02-13,408
Shelby,2021-02-13,3761
Sullivan,2021-02-13,4
Sumner,2021-02-13,7
Tipton,2021-02-13,3
Washington,2021-02-13,0
White,2021-02-13,0
Williamson,2021-02-13,447
Wilson,2021-02-13,2
Anderson,2021-02-14,2
Bedford,2021-02-14,34
Bledsoe,2021-02-14,0
Blount,2021-02-14,16
Bradley,2021-02-14,0
Campbell,2021-02-14,40
Cannon,2021-02-14,0
Carter,2021-02-14,0
Cheatham,2021-02-14,1
Chester,2021-02-14,25
Claiborne,2021-02-14,1
Cocke,2021-02-14,20
Coffee,2021-02-14,43
Crockett,2021-02-14,14
Cumberland,2021-02-14,0
Davidson,2021-02-14,1567
DeKalb,2021-02-14,0
Dickson,2021-02-14,0
Fayette,2021-02-14,1
Fentress,2021-02-14,0
Franklin,2021-02-14,256
Gibson,2021-02-14,593
Giles,2021-02-14,3
Greene,2021-02-14,0
Grundy,2021-02-14,160
Hamblen,2021-02-14,3
Hamilton,2021-02-14,0
Hancock,2021-02-14,3
Hawkins,2021-02-14,3
Haywood,2021-02-14,1
Henderson,2021-02-14,1
Henry,2021-02-14,51
Hickman,2021-02-14,0
Jefferson,2021-02-14,93
Knox,2021-02-14,38
Lake,2021-02-14,2
Lawrence,2021-02-14,1017
Lewis,2021-02-14,0
Lincoln,2021-02-14,0
Loudon,2021-02-14,0
Macon,2021-02-14,1
Madison,2021-02-14,101
Marion,2021-02-14,3
Marshall,2021-02-14,5
Maury,2021-02-14,0
McMinn,2021-02-14,0
Meigs,2021-02-14,0
Monroe,2021-02-14,1
Montgomery,2021-02-14,117
Moore,2021-02-14,0
Morgan,2021-02-14,0
Obion,2021-02-14,677
Overton,2021-02-14,0
Pickett,2021-02-14,0
Polk,2021-02-14,0
Putnam,2021-02-14,0
Rhea,2021-02-14,0
Roane,2021-02-14,0
Robertson,2021-02-14,40
Rutherford,2021-02-14,1701
Scott,2021-02-14,0
Sevier,2021-02-14,1384
Shelby,2021-02-14,580
Smith,2021-02-14,0
Stewart,2021-02-14,2
Sullivan,2021-02-14,8
Sumner,2021-02-14,21
Tipton,2021-02-14,2
Trousdale,2021-02-14,0
Union,2021-02-14,2
Van Buren,2021-02-14,1
Warren,2021-02-14,0
Washington,2021-02-14,0
White,2021-02-14,0
Williamson,2021-02-14,21
Wilson,2021-02-14,2
Anderson,2021-02-15,589
Bedford,2021-02-15,4443
Bledsoe,2021-02-15,0
Blount,2021-02-15,585
Bradley,2021-02-15,1
Campbell,2021-02-15,597
Cannon,2021-02-15,1211
Cheatham,2021-02-15,263
Chester,2021-02-15,2
Claiborne,2021-02-15,58
Clay,2021-02-15,38
Cocke,2021-02-15,30
Coffee,2021-02-15,4211
Crockett,2021-02-15,567
Cumberland,2021-02-15,0
Davidson,2021-02-15,373
DeKalb,2021-02-15,33
Dickson,2021-02-15,0
Dyer,2021-02-15,24
Fayette,2021-02-15,1
Fentress,2021-02-15,0
Franklin,2021-02-15,1804
Gibson,2021-02-15,77
Giles,2021-02-15,886
Grainger,2021-02-15,155
Greene,2021-02-15,43
Grundy,2021-02-15,862
Hamblen,2021-02-15,0
Hamilton,2021-02-15,0
Hancock,2021-02-15,1
Hawkins,2021-02-15,5
Henry,2021-02-15,14
Hickman,2021-02-15,0
Knox,2021-02-15,2658
Lawrence,2021-02-15,121
Lincoln,2021-02-15,138
Loudon,2021-02-15,38
Macon,2021-02-15,845
Madison,2021-02-15,677
Marion,2021-02-15,221
Marshall,2021-02-15,392
Maury,2021-02-15,50
McMinn,2021-02-15,0
Meigs,2021-02-15,0
Monroe,2021-02-15,842
Montgomery,2021-02-15,388
Moore,2021-02-15,1941
Morgan,2021-02-15,11
Obion,2021-02-15,43
Overton,2021-02-15,33
Pickett,2021-02-15,166
Polk,2021-02-15,0
Putnam,2021-02-15,0
Rhea,2021-02-15,0
Roane,2021-02-15,18
Robertson,2021-02-15,272
Rutherford,2021-02-15,1631
Scott,2021-02-15,104
Sequatchie,2021-02-15,8
Sevier,2021-02-15,172
Shelby,2021-02-15,1231
Smith,2021-02-15,0
Stewart,2021-02-15,1
Sullivan,2021-02-15,11
Sumner,2021-02-15,2
Tipton,2021-02-15,4
Trousdale,2021-02-15,0
Unicoi,2021-02-15,42
Union,2021-02-15,38
Warren,2021-02-15,0
Washington,2021-02-15,4
White,2021-02-15,0
Williamson,2021-02-15,16
Wilson,2021-02-15,193
Anderson,2021-02-16,20
Bedford,2021-02-16,33277
Bledsoe,2021-02-16,0
Blount,2021-02-16,13
Bradley,2021-02-16,0
Campbell,2021-02-16,14
Cannon,2021-02-16,789
Cheatham,2021-02-16,3
Claiborne,2021-02-16,2
Clay,2021-02-16,2
Cocke,2021-02-16,907
Coffee,2021-02-16,4982
Crockett,2021-02-16,17
Cumberland,2021-02-16,0
Davidson,2021-02-16,2006
DeKalb,2021-02-16,2
Fayette,2021-02-16,2
Fentress,2021-02-16,0
Franklin,2021-02-16,28
Gibson,2021-02-16,3
Giles,2021-02-16,1525
Grainger,2021-02-16,196
Greene,2021-02-16,66
Grundy,2021-02-16,128
Hamblen,2021-02-16,42
Hamilton,2021-02-16,0
Hancock,2021-02-16,180
Hardeman,2021-02-16,10
Hawkins,2021-02-16,15
Henry,2021-02-16,13
Jefferson,2021-02-16,391
Knox,2021-02-16,213
Lawrence,2021-02-16,45
Lincoln,2021-02-16,76
Loudon,2021-02-16,2
Macon,2021-02-16,117
Madison,2021-02-16,23
Marion,2021-02-16,3
Marshall,2021-02-16,265
Maury,2021-02-16,1
McMinn,2021-02-16,0
Meigs,2021-02-16,0
Monroe,2021-02-16,3
Montgomery,2021-02-16,1896
Moore,2021-02-16,1282
Morgan,2021-02-16,0
Overton,2021-02-16,33
Pickett,2021-02-16,101
Polk,2021-02-16,0
Putnam,2021-02-16,0
Rhea,2021-02-16,0
Roane,2021-02-16,0
Robertson,2021-02-16,34
Rutherford,2021-02-16,102
Scott,2021-02-16,151
Sevier,2021-02-16,2356
Shelby,2021-02-16,959
Stewart,2021-02-16,1
Sullivan,2021-02-16,30
Sumner,2021-02-16,945
Tipton,2021-02-16,27
Trousdale,2021-02-16,847
Union,2021-02-16,13
White,2021-02-16,0
Williamson,2021-02-16,22
Wilson,2021-02-16,55
Anderson,2021-02-17,257
Bedford,2021-02-17,2031
Bledsoe,2021-02-17,0
Blount,2021-02-17,21
Bradley,2021-02-17,0
Campbell,2021-02-17,12
Cannon,2021-02-17,76
Cheatham,2021-02-17,4
Claiborne,2021-02-17,15
Cocke,2021-02-17,15
Coffee,2021-02-17,1496
Cumberland,2021-02-17,0
Davidson,2021-02-17,88
DeKalb,2021-02-17,32
Dickson,2021-02-17,0
Dyer,2021-02-17,9
Fayette,2021-02-17,1
Fentress,2021-02-17,0
Franklin,2021-02-17,46
Gibson,2021-02-17,35
Giles,2021-02-17,7
Grainger,2021-02-17,3
Greene,2021-02-17,2
Grundy,2021-02-17,1
Hamblen,2021-02-17,0
Hamilton,2021-02-17,0
Hancock,2021-02-17,27
Hawkins,2021-02-17,123
Henry,2021-02-17,1
Hickman,2021-02-17,0
Knox,2021-02-17,89
Lawrence,2021-02-17,2
Lincoln,2021-02-17,76
Loudon,2021-02-17,3
Madison,2021-02-17,4
Marion,2021-02-17,27
Marshall,2021-02-17,71
Maury,2021-02-17,1
McMinn,2021-02-17,0
Meigs,2021-02-17,0
Monroe,2021-02-17,4
Montgomery,2021-02-17,7
Moore,2021-02-17,638
Morgan,2021-02-17,0
Obion,2021-02-17,308
Overton,2021-02-17,0
Pickett,2021-02-17,0
Polk,2021-02-17,0
Putnam,2021-02-17,0
Rhea,2021-02-17,0
Roane,2021-02-17,0
Robertson,2021-02-17,34
Rutherford,2021-02-17,6116
Scott,2021-02-17,7
Sevier,2021-02-17,418
Shelby,2021-02-17,1382
Smith,2021-02-17,0
Sullivan,2021-02-17,79
Sumner,2021-02-17,134
Tipton,2021-02-17,2
Trousdale,2021-02-17,0
Unicoi,2021-02-17,4
Union,2021-02-17,5
Warren,2021-02-17,0
Weakley,2021-02-17,1
White,2021-02-17,0
Williamson,2021-02-17,7
Wilson,2021-02-17,4
Anderson,2021-02-18,139
Bedford,2021-02-18,3729
Bledsoe,2021-02-18,169
Blount,2021-02-18,23
Bradley,2021-02-18,0
Campbell,2021-02-18,205
Cannon,2021-02-18,1809
Cheatham,2021-02-18,0
Claiborne,2021-02-18,293
Clay,2021-02-18,26
Cocke,2021-02-18,1
Coffee,2021-02-18,2675
Crockett,2021-02-18,1
Cumberland,2021-02-18,3
Davidson,2021-02-18,114
DeKalb,2021-02-18,4
Fayette,2021-02-18,11
Fentress,2021-02-18,1391
Franklin,2021-02-18,46
Gibson,2021-02-18,2
Giles,2021-02-18,80
Greene,2021-02-18,1
Grundy,2021-02-18,16
Hamblen,2021-02-18,2
Hamilton,2021-02-18,29
Hancock,2021-02-18,22
Hardeman,2021-02-18,1
Hawkins,2021-02-18,8
Haywood,2021-02-18,0
Henry,2021-02-18,18
Jefferson,2021-02-18,3
Knox,2021-02-18,69
Lawrence,2021-02-18,2
Lincoln,2021-02-18,100
Loudon,2021-02-18,904
Macon,2021-02-18,2
Madison,2021-02-18,79
Marion,2021-02-18,57
Marshall,2021-02-18,127
Maury,2021-02-18,62
McMinn,2021-02-18,0
Meigs,2021-02-18,0
Monroe,2021-02-18,31
Montgomery,2021-02-18,13
Moore,2021-02-18,311
Morgan,2021-02-18,7
Overton,2021-02-18,48
Pickett,2021-02-18,574
Polk,2021-02-18,1
Putnam,2021-02-18,42
Rhea,2021-02-18,1
Roane,2021-02-18,7
Robertson,2021-02-18,14
Rutherford,2021-02-18,107
Scott,2021-02-18,95
Sequatchie,2021-02-18,940
Sevier,2021-02-18,67
Shelby,2021-02-18,155
Stewart,2021-02-18,1
Sullivan,2021-02-18,7
Sumner,2021-02-18,174
Tipton,2021-02-18,3
Unicoi,2021-02-18,4
Union,2021-02-18,4
Van Buren,2021-02-18,2
Warren,2021-02-18,1
Washington,2021-02-18,2
White,2021-02-18,1
Williamson,2021-02-18,73
Wilson,2021-02-18,25
Anderson,2021-02-19,905
Bedford,2021-02-19,1549
Bledsoe,2021-02-19,1
Blount,2021-02-19,5
Bradley,2021-02-19,29
Campbell,2021-02-19,1
Cannon,2021-02-19,121
Cheatham,2021-02-19,16
Chester,2021-02-19,1
Claiborne,2021-02-19,401
Clay,2021-02-19,0
Cocke,2021-02-19,18
Coffee,2021-02-19,756
Crockett,2021-02-19,81
Cumberland,2021-02-19,1
Davidson,2021-02-19,333
DeKalb,2021-02-19,1
Dyer,2021-02-19,45
Fayette,2021-02-19,0
Fentress,2021-02-19,200
Franklin,2021-02-19,1
Giles,2021-02-19,68
Grainger,2021-02-19,29
Greene,2021-02-19,52
Grundy,2021-02-19,1
Hamblen,2021-02-19,6
Hamilton,2021-02-19,1
Hancock,2021-02-19,2
Hardeman,2021-02-19,0
Hawkins,2021-02-19,59
Haywood,2021-02-19,0
Jackson,2021-02-19,0
Knox,2021-02-19,111
Lawrence,2021-02-19,2
Lincoln,2021-02-19,182
Loudon,2021-02-19,1
Macon,2021-02-19,2
Madison,2021-02-19,67
Marion,2021-02-19,1
Marshall,2021-02-19,33
Maury,2021-02-19,1
McMinn,2021-02-19,32
Meigs,2021-02-19,1
Monroe,2021-02-19,1
Montgomery,2021-02-19,9
Moore,2021-02-19,129
Obion,2021-02-19,288
Overton,2021-02-19,35
Pickett,2021-02-19,40
Putnam,2021-02-19,31
Robertson,2021-02-19,3
Rutherford,2021-02-19,54
Sevier,2021-02-19,8
Shelby,2021-02-19,1942
Smith,2021-02-19,0
Stewart,2021-02-19,1
Sullivan,2021-02-19,8
Sumner,2021-02-19,2
Tipton,2021-02-19,7
Trousdale,2021-02-19,0
Unicoi,2021-02-19,0
Union,2021-02-19,70
Van Buren,2021-02-19,1
Washington,2021-02-19,66
Williamson,2021-02-19,1104
Wilson,2021-02-19,23
Anderson,2021-02-20,2
Bedford,2021-02-20,1177
Bledsoe,2021-02-20,112
Blount,2021-02-20,1163
Campbell,2021-02-20,78
Cannon,2021-02-20,293
Cheatham,2021-02-20,1
Claiborne,2021-02-20,9
Clay,2021-02-20,11
Cocke,2021-02-20,4
Coffee,2021-02-20,646
Cumberland,2021-02-20,18
Davidson,2021-02-20,16
Fayette,2021-02-20,321
Fentress,2021-02-20,143
Franklin,2021-02-20,2
Gibson,2021-02-20,3
Giles,2021-02-20,112
Grainger,2021-02-20,464
Greene,2021-02-20,1
Grundy,2021-02-20,1
Hamblen,2021-02-20,20
Hamilton,2021-02-20,3
Hancock,2021-02-20,1
Hardeman,2021-02-20,0
Hawkins,2021-02-20,26
Haywood,2021-02-20,0
Henry,2021-02-20,33
Jefferson,2021-02-20,1
Knox,2021-02-20,87
Lawrence,2021-02-20,2
Lewis,2021-02-20,0
Lincoln,2021-02-20,79
Loudon,2021-02-20,3
Macon,2021-02-20,63
Madison,2021-02-20,67
Marion,2021-02-20,1
Marshall,2021-02-20,110
Maury,2021-02-20,1
McMinn,2021-02-20,17
Monroe,2021-02-20,26
Montgomery,2021-02-20,128
Moore,2021-02-20,97
Overton,2021-02-20,1
Pickett,2021-02-20,71
Polk,2021-02-20,8
Rhea,2021-02-20,98
Roane,2021-02-20,54
Robertson,2021-02-20,40
Rutherford,2021-02-20,607
Sevier,2021-02-20,14
Shelby,2021-02-20,4869
Stewart,2021-02-20,1
Sullivan,2021-02-20,4
Sumner,2021-02-20,33
Tipton,2021-02-20,3
Union,2021-02-20,2
Washington,2021-02-20,5
Williamson,2021-02-20,2
Wilson,2021-02-20,4
Anderson,2021-02-21,24
Bedford,2021-02-21,317
Bledsoe,2021-02-21,1
Blount,2021-02-21,4
Bradley,2021-02-21,113
Campbell,2021-02-21,59
Cannon,2021-02-21,73
Cheatham,2021-02-21,2
Claiborne,2021-02-21,5
Cocke,2021-02-21,10
Coffee,2021-02-21,286
Cumberland,2021-02-21,123
Davidson,2021-02-21,10
DeKalb,2021-02-21,533
Fayette,2021-02-21,1
Fentress,2021-02-21,62
Franklin,2021-02-21,1
Greene,2021-02-21,1
Grundy,2021-02-21,1
Hamblen,2021-02-21,0
Hamilton,2021-02-21,3
Hancock,2021-02-21,1
Hardeman,2021-02-21,0
Hawkins,2021-02-21,0
Haywood,2021-02-21,1
Henry,2021-02-21,33
Jefferson,2021-02-21,1
Knox,2021-02-21,59
Lake,2021-02-21,1123
Lawrence,2021-02-21,2
Loudon,2021-02-21,1
Madison,2021-02-21,10
Marion,2021-02-21,12
Marshall,2021-02-21,1
McMinn,2021-02-21,2
Meigs,2021-02-21,1
Monroe,2021-02-21,215
Montgomery,2021-02-21,29
Moore,2021-02-21,16
Morgan,2021-02-21,12
Obion,2021-02-21,1159
Pickett,2021-02-21,14
Polk,2021-02-21,1
Rhea,2021-02-21,1
Roane,2021-02-21,5
Robertson,2021-02-21,0
Rutherford,2021-02-21,17
Sequatchie,2021-02-21,2
Sevier,2021-02-21,35
Shelby,2021-02-21,3638
Smith,2021-02-21,84
Stewart,2021-02-21,4
Sullivan,2021-02-21,49
Sumner,2021-02-21,2
Tipton,2021-02-21,8
Union,2021-02-21,2
Washington,2021-02-21,5
Williamson,2021-02-21,20
Wilson,2021-02-21,60
Anderson,2021-02-22,42
Bedford,2021-02-22,198
Bledsoe,2021-02-22,3
Blount,2021-02-22,141
Bradley,2021-02-22,836
Campbell,2021-02-22,146
Cannon,2021-02-22,71
Cheatham,2021-02-22,3
Chester,2021-02-22,33
Claiborne,2021-02-22,1
Cocke,2021-02-22,14
Coffee,2021-02-22,35
Cumberland,2021-02-22,1517
Davidson,2021-02-22,598
DeKalb,2021-02-22,4
Dickson,2021-02-22,0
Fayette,2021-02-22,1
Fentress,2021-02-22,57
Franklin,2021-02-22,33
Gibson,2021-02-22,20
Giles,2021-02-22,30
Grainger,2021-02-22,16
Greene,2021-02-22,18
Grundy,2021-02-22,7
Hamblen,2021-02-22,0
Hamilton,2021-02-22,2
Hancock,2021-02-22,1
Hardeman,2021-02-22,3
Hawkins,2021-02-22,110
Haywood,2021-02-22,0
Henry,2021-02-22,33
Hickman,2021-02-22,0
Jefferson,2021-02-22,1
Knox,2021-02-22,205
Lawrence,2021-02-22,5
Lewis,2021-02-22,0
Lincoln,2021-02-22,0
Loudon,2021-02-22,330
Macon,2021-02-22,1
Madison,2021-02-22,414
Marion,2021-02-22,1
Marshall,2021-02-22,6
Maury,2021-02-22,2
McMinn,2021-02-22,0
Meigs,2021-02-22,0
Monroe,2021-02-22,215
Montgomery,2021-02-22,5
Moore,2021-02-22,0
Morgan,2021-02-22,60
Obion,2021-02-22,1
Overton,2021-02-22,2
Pickett,2021-02-22,15
Polk,2021-02-22,634
Putnam,2021-02-22,72
Rhea,2021-02-22,50
Roane,2021-02-22,0
Robertson,2021-02-22,4
Rutherford,2021-02-22,7
Scott,2021-02-22,0
Sequatchie,2021-02-22,1
Sevier,2021-02-22,3863
Shelby,2021-02-22,334
Smith,2021-02-22,0
Stewart,2021-02-22,1
Sullivan,2021-02-22,11
Sumner,2021-02-22,55
Tipton,2021-02-22,41
