county,date,customers_out
Moore,2023-01-31,2
Obion,2023-01-31,923
Pickett,2023-01-31,0
Polk,2023-01-31,1
Rhea,2023-01-31,1
Roane,2023-01-31,2
Robertson,2023-01-31,2848
Rutherford,2023-01-31,14
Scott,2023-01-31,0
Sequatchie,2023-01-31,2
Sevier,2023-01-31,308
Shelby,2023-01-31,4815
Stewart,2023-01-31,4
Sullivan,2023-01-31,13
Sumner,2023-01-31,3156
Tipton,2023-01-31,42
Trousdale,2023-01-31,1
Unicoi,2023-01-31,1
Union,2023-01-31,19
Washington,2023-01-31,177
Williamson,2023-01-31,2
Wilson,2023-01-31,103
Anderson,2023-02-01,8
Bedford,2023-02-01,2
Blount,2023-02-01,31
Bradley,2023-02-01,34
Campbell,2023-02-01,0
Cannon,2023-02-01,1
Cheatham,2023-02-01,502
Chester,2023-02-01,12
Claiborne,2023-02-01,32
Clay,2023-02-01,0
Cocke,2023-02-01,6
Coffee,2023-02-01,8
Cumberland,2023-02-01,5
Davidson,2023-02-01,323
DeKalb,2023-02-01,1
Fayette,2023-02-01,1639
Fentress,2023-02-01,1
Franklin,2023-02-01,67
Grainger,2023-02-01,19
Greene,2023-02-01,176
Grundy,2023-02-01,2
Hamblen,2023-02-01,1
Hardeman,2023-02-01,73
Hawkins,2023-02-01,39
Haywood,2023-02-01,35
Henry,2023-02-01,416
Jackson,2023-02-01,0
Jefferson,2023-02-01,164
Knox,2023-02-01,55
Lawrence,2023-02-01,6
Loudon,2023-02-01,34
Macon,2023-02-01,2
Madison,2023-02-01,4
Marion,2023-02-01,11
Marshall,2023-02-01,15
Maury,2023-02-01,4
McMinn,2023-02-01,1
Meigs,2023-02-01,110
Monroe,2023-02-01,2
Montgomery,2023-02-01,38
Moore,2023-02-01,3
Overton,2023-02-01,0
Pickett,2023-02-01,586
Polk,2023-02-01,1
Roane,2023-02-01,41
Robertson,2023-02-01,1043
Rutherford,2023-02-01,5
Sevier,2023-02-01,64
Shelby,2023-02-01,1558
Smith,2023-02-01,0
Sullivan,2023-02-01,262
Sumner,2023-02-01,668
Tipton,2023-02-01,330
Trousdale,2023-02-01,0
Union,2023-02-01,2
Washington,2023-02-01,100
Williamson,2023-02-01,400
Wilson,2023-02-01,10
Anderson,2023-02-02,47
Bedford,2023-02-02,1
Blount,2023-02-02,18
Bradley,2023-02-02,26
Campbell,2023-02-02,6
Cannon,2023-02-02,1
Cheatham,2023-02-02,998
Chester,2023-02-02,571
Claiborne,2023-02-02,36
Cocke,2023-02-02,1
Coffee,2023-02-02,3
Crockett,2023-02-02,1
Cumberland,2023-02-02,8
Davidson,2023-02-02,347
DeKalb,2023-02-02,1
Fayette,2023-02-02,2302
Franklin,2023-02-02,5
Gibson,2023-02-02,20
Giles,2023-02-02,141
Grainger,2023-02-02,2
Greene,2023-02-02,36
Hamblen,2023-02-02,10
Hamilton,2023-02-02,13
Hancock,2023-02-02,70
Hardeman,2023-02-02,847
Hawkins,2023-02-02,7
Haywood,2023-02-02,3
Henderson,2023-02-02,26
Henry,2023-02-02,785
Jefferson,2023-02-02,46
Knox,2023-02-02,537
Lauderdale,2023-02-02,364
Lawrence,2023-02-02,6
Loudon,2023-02-02,33
Madison,2023-02-02,746
Marshall,2023-02-02,153
Maury,2023-02-02,567
McMinn,2023-02-02,1
Meigs,2023-02-02,110
Monroe,2023-02-02,96
Montgomery,2023-02-02,121
Obion,2023-02-02,1
Polk,2023-02-02,16
Putnam,2023-02-02,1
Rhea,2023-02-02,1
Robertson,2023-02-02,105
Rutherford,2023-02-02,51
Sequatchie,2023-02-02,1
Sevier,2023-02-02,18
Shelby,2023-02-02,21801
Smith,2023-02-02,2
Stewart,2023-02-02,3
Sullivan,2023-02-02,15
Sumner,2023-02-02,94
Tipton,2023-02-02,314
Union,2023-02-02,1
Washington,2023-02-02,23
Williamson,2023-02-02,272
Wilson,2023-02-02,7
Anderson,2023-02-03,4
Bedford,2023-02-03,4
Blount,2023-02-03,9
Bradley,2023-02-03,122
Cannon,2023-02-03,3
Cheatham,2023-02-03,2
Claiborne,2023-02-03,19
Cocke,2023-02-03,3
Coffee,2023-02-03,16
Crockett,2023-02-03,2
Cumberland,2023-02-03,2
Davidson,2023-02-03,63
DeKalb,2023-02-03,1
Fayette,2023-02-03,1086
Fentress,2023-02-03,37
Franklin,2023-02-03,23
Giles,2023-02-03,18
Grainger,2023-02-03,0
Greene,2023-02-03,13
Grundy,2023-02-03,1
Hamblen,2023-02-03,1
Hamilton,2023-02-03,13
Hancock,2023-02-03,79
Hardeman,2023-02-03,84
Hawkins,2023-02-03,10
Haywood,2023-02-03,10
Henry,2023-02-03,1
Jefferson,2023-02-03,2
Knox,2023-02-03,27
Lawrence,2023-02-03,4
Loudon,2023-02-03,2
Macon,2023-02-03,2
Madison,2023-02-03,5
Marion,2023-02-03,39
Marshall,2023-02-03,146
Maury,2023-02-03,1929
McMinn,2023-02-03,52
Meigs,2023-02-03,4
Monroe,2023-02-03,50
Montgomery,2023-02-03,7
Moore,2023-02-03,5
Obion,2023-02-03,28
Polk,2023-02-03,1
Rhea,2023-02-03,30
Roane,2023-02-03,1
Robertson,2023-02-03,7
Rutherford,2023-02-03,40
Sequatchie,2023-02-03,366
Sevier,2023-02-03,50
Shelby,2023-02-03,5794
Stewart,2023-02-03,1
Sullivan,2023-02-03,13
Sumner,2023-02-03,5
Tipton,2023-02-03,3
Unicoi,2023-02-03,2
Union,2023-02-03,8
Washington,2023-02-03,23
Williamson,2023-02-03,6
Wilson,2023-02-03,66
Anderson,2023-02-04,13
Bedford,2023-02-04,3
Blount,2023-02-04,7
Bradley,2023-02-04,1
Cannon,2023-02-04,1
Cheatham,2023-02-04,1
Cocke,2023-02-04,2
Coffee,2023-02-04,6
Cumberland,2023-02-04,1858
Davidson,2023-02-04,562
DeKalb,2023-02-04,1
Fayette,2023-02-04,68
Fentress,2023-02-04,1
Franklin,2023-02-04,4
Giles,2023-02-04,805
Grainger,2023-02-04,33
Greene,2023-02-04,1
Hamblen,2023-02-04,4
Hancock,2023-02-04,20
Hardeman,2023-02-04,11
Hawkins,2023-02-04,410
Henry,2023-02-04,3
Jefferson,2023-02-04,24
Knox,2023-02-04,245
Lawrence,2023-02-04,3
Madison,2023-02-04,2
Marion,2023-02-04,1
Marshall,2023-02-04,2
Maury,2023-02-04,25
McMinn,2023-02-04,8
Monroe,2023-02-04,6
Montgomery,2023-02-04,9
Overton,2023-02-04,3
Polk,2023-02-04,1
Putnam,2023-02-04,503
Robertson,2023-02-04,38
Rutherford,2023-02-04,2
Sequatchie,2023-02-04,1
Sevier,2023-02-04,513
Shelby,2023-02-04,966
Sullivan,2023-02-04,6
Sumner,2023-02-04,13
Tipton,2023-02-04,6
Trousdale,2023-02-04,25
Union,2023-02-04,0
Washington,2023-02-04,13
White,2023-02-04,2
Williamson,2023-02-04,2
Wilson,2023-02-04,3
Anderson,2023-02-05,4
Bledsoe,2023-02-05,47
Blount,2023-02-05,47
Bradley,2023-02-05,0
Campbell,2023-02-05,7
Cannon,2023-02-05,81
Cheatham,2023-02-05,15
Chester,2023-02-05,593
Cocke,2023-02-05,1
Coffee,2023-02-05,4
Cumberland,2023-02-05,25
Davidson,2023-02-05,142
Fayette,2023-02-05,65
Fentress,2023-02-05,1
Franklin,2023-02-05,12
Gibson,2023-02-05,665
Grainger,2023-02-05,1
Greene,2023-02-05,5
Grundy,2023-02-05,14
Hamblen,2023-02-05,1
Hamilton,2023-02-05,1
Hawkins,2023-02-05,81
Haywood,2023-02-05,4
Henry,2023-02-05,10
Jefferson,2023-02-05,42
Knox,2023-02-05,21
Lake,2023-02-05,537
Lawrence,2023-02-05,5
Loudon,2023-02-05,5
Madison,2023-02-05,220
Marion,2023-02-05,1
Marshall,2023-02-05,90
Maury,2023-02-05,1
McMinn,2023-02-05,0
Meigs,2023-02-05,0
Monroe,2023-02-05,1
Montgomery,2023-02-05,50
Moore,2023-02-05,1
Morgan,2023-02-05,0
Overton,2023-02-05,0
Pickett,2023-02-05,0
Polk,2023-02-05,0
Putnam,2023-02-05,1
Rhea,2023-02-05,0
Roane,2023-02-05,0
Robertson,2023-02-05,10
Rutherford,2023-02-05,28
Scott,2023-02-05,0
Sevier,2023-02-05,8
Shelby,2023-02-05,343
Sullivan,2023-02-05,121
Sumner,2023-02-05,160
Tipton,2023-02-05,4
Washington,2023-02-05,28
White,2023-02-05,0
Williamson,2023-02-05,21
Wilson,2023-02-05,1
Anderson,2023-02-06,13
Bedford,2023-02-06,104
Blount,2023-02-06,63
Bradley,2023-02-06,173
Campbell,2023-02-06,42
Cannon,2023-02-06,2
Cheatham,2023-02-06,26
Chester,2023-02-06,1
Claiborne,2023-02-06,7
Cocke,2023-02-06,5
Coffee,2023-02-06,3
Crockett,2023-02-06,133
Cumberland,2023-02-06,2
Davidson,2023-02-06,872
DeKalb,2023-02-06,0
Dickson,2023-02-06,0
Fayette,2023-02-06,26
Franklin,2023-02-06,4
Giles,2023-02-06,676
Grainger,2023-02-06,1
Greene,2023-02-06,15
Grundy,2023-02-06,2
Hamblen,2023-02-06,1
Hamilton,2023-02-06,2
Hardeman,2023-02-06,2
Hawkins,2023-02-06,3
Haywood,2023-02-06,4
Henry,2023-02-06,336
Hickman,2023-02-06,0
Jefferson,2023-02-06,5
Knox,2023-02-06,89
Lawrence,2023-02-06,2
Loudon,2023-02-06,10
Macon,2023-02-06,3
Madison,2023-02-06,5
Marion,2023-02-06,2
Marshall,2023-02-06,2
Maury,2023-02-06,5
McMinn,2023-02-06,23
Meigs,2023-02-06,59
Monroe,2023-02-06,396
Montgomery,2023-02-06,26
Moore,2023-02-06,3
Obion,2023-02-06,14
Pickett,2023-02-06,1
Rhea,2023-02-06,1
Roane,2023-02-06,2
Robertson,2023-02-06,113
Rutherford,2023-02-06,14
Sequatchie,2023-02-06,116
Sevier,2023-02-06,76
Shelby,2023-02-06,157
Smith,2023-02-06,0
Stewart,2023-02-06,10
Sullivan,2023-02-06,162
Sumner,2023-02-06,10
Trousdale,2023-02-06,0
Union,2023-02-06,46
Van Buren,2023-02-06,7
Warren,2023-02-06,0
Washington,2023-02-06,889
Williamson,2023-02-06,49
Wilson,2023-02-06,8
Anderson,2023-02-07,2
Bedford,2023-02-07,15
Bledsoe,2023-02-07,1
Blount,2023-02-07,1574
Bradley,2023-02-07,1024
Campbell,2023-02-07,37
Cannon,2023-02-07,45
Cheatham,2023-02-07,40
Chester,2023-02-07,3
Claiborne,2023-02-07,1168
Cocke,2023-02-07,491
Coffee,2023-02-07,4
Cumberland,2023-02-07,9
Davidson,2023-02-07,209
Fayette,2023-02-07,26
Fentress,2023-02-07,1653
Franklin,2023-02-07,4
Gibson,2023-02-07,1
Giles,2023-02-07,29
Grainger,2023-02-07,50
Greene,2023-02-07,42
Grundy,2023-02-07,2
Hamblen,2023-02-07,3
Hamilton,2023-02-07,35
Hancock,2023-02-07,44
Hawkins,2023-02-07,71
Haywood,2023-02-07,10
Jefferson,2023-02-07,1
Knox,2023-02-07,391
Lawrence,2023-02-07,13
Lincoln,2023-02-07,0
Loudon,2023-02-07,3
Macon,2023-02-07,17
Madison,2023-02-07,12
Marion,2023-02-07,1
Marshall,2023-02-07,46
Maury,2023-02-07,8
Meigs,2023-02-07,2
Monroe,2023-02-07,222
Montgomery,2023-02-07,15
Moore,2023-02-07,2
Morgan,2023-02-07,1
Overton,2023-02-07,3
Pickett,2023-02-07,1
Putnam,2023-02-07,4
Robertson,2023-02-07,83
Rutherford,2023-02-07,40
Sequatchie,2023-02-07,124
Sevier,2023-02-07,63
Shelby,2023-02-07,1465
Stewart,2023-02-07,1
Sullivan,2023-02-07,9
Sumner,2023-02-07,20
Tipton,2023-02-07,1
Trousdale,2023-02-07,2
Unicoi,2023-02-07,2
Union,2023-02-07,346
Van Buren,2023-02-07,7
Washington,2023-02-07,22
Williamson,2023-02-07,48
Wilson,2023-02-07,75
Anderson,2023-02-08,4
Bedford,2023-02-08,6
Blount,2023-02-08,39
Bradley,2023-02-08,2
Campbell,2023-02-08,12
Cannon,2023-02-08,13
Carter,2023-02-08,0
Cheatham,2023-02-08,15
Chester,2023-02-08,1
Claiborne,2023-02-08,92
Clay,2023-02-08,0
Cocke,2023-02-08,5
Coffee,2023-02-08,4
Crockett,2023-02-08,1
Cumberland,2023-02-08,352
Davidson,2023-02-08,168
DeKalb,2023-02-08,87
Fayette,2023-02-08,740
Fentress,2023-02-08,2062
Franklin,2023-02-08,1
Gibson,2023-02-08,1
Giles,2023-02-08,4
Grainger,2023-02-08,0
Greene,2023-02-08,11
Grundy,2023-02-08,1
Hamblen,2023-02-08,25
Hamilton,2023-02-08,2
Hardeman,2023-02-08,16
Hawkins,2023-02-08,62
Jackson,2023-02-08,0
Jefferson,2023-02-08,1
Knox,2023-02-08,253
Lauderdale,2023-02-08,1
Lawrence,2023-02-08,8
Lincoln,2023-02-08,0
Loudon,2023-02-08,5
Macon,2023-02-08,0
Madison,2023-02-08,47
Marion,2023-02-08,2
Marshall,2023-02-08,24
Maury,2023-02-08,38
McMinn,2023-02-08,1
Meigs,2023-02-08,1
Monroe,2023-02-08,63
Montgomery,2023-02-08,10
Obion,2023-02-08,16
Overton,2023-02-08,1
Pickett,2023-02-08,22
Polk,2023-02-08,3
Putnam,2023-02-08,397
Rhea,2023-02-08,9
Robertson,2023-02-08,22
Rutherford,2023-02-08,7
Scott,2023-02-08,17
Sequatchie,2023-02-08,3
Sevier,2023-02-08,62
Shelby,2023-02-08,490
Smith,2023-02-08,0
Stewart,2023-02-08,1
Sullivan,2023-02-08,552
Sumner,2023-02-08,44
Tipton,2023-02-08,3
Trousdale,2023-02-08,0
Unicoi,2023-02-08,2
Union,2023-02-08,1
Van Buren,2023-02-08,2
Washington,2023-02-08,378
White,2023-02-08,1
Williamson,2023-02-08,32
Wilson,2023-02-08,76
Anderson,2023-02-09,71
Bedford,2023-02-09,284
Bledsoe,2023-02-09,29
Blount,2023-02-09,2440
Bradley,2023-02-09,342
Campbell,2023-02-09,114
Cannon,2023-02-09,78
Cheatham,2023-02-09,59
Chester,2023-02-09,11
Claiborne,2023-02-09,4094
Clay,2023-02-09,1
Cocke,2023-02-09,61
Coffee,2023-02-09,94
Crockett,2023-02-09,3
Cumberland,2023-02-09,1783
Davidson,2023-02-09,3682
Fayette,2023-02-09,205
Fentress,2023-02-09,418
Franklin,2023-02-09,800
Gibson,2023-02-09,83
Giles,2023-02-09,317
Grainger,2023-02-09,70
Greene,2023-02-09,38
Grundy,2023-02-09,6
Hamblen,2023-02-09,59
Hamilton,2023-02-09,1
Hancock,2023-02-09,36
Hardeman,2023-02-09,1
Hawkins,2023-02-09,73
Haywood,2023-02-09,392
Henry,2023-02-09,434
Jefferson,2023-02-09,293
Knox,2023-02-09,153
Lawrence,2023-02-09,294
Loudon,2023-02-09,454
Macon,2023-02-09,2
Madison,2023-02-09,562
Marion,2023-02-09,1
Marshall,2023-02-09,81
Maury,2023-02-09,75
McMinn,2023-02-09,386
Monroe,2023-02-09,449
Montgomery,2023-02-09,513
Obion,2023-02-09,190
Overton,2023-02-09,49
Pickett,2023-02-09,8
Polk,2023-02-09,608
Putnam,2023-02-09,4
Rhea,2023-02-09,2
Robertson,2023-02-09,34
Rutherford,2023-02-09,69
Scott,2023-02-09,0
Sequatchie,2023-02-09,3
Sevier,2023-02-09,2704
Shelby,2023-02-09,2670
Stewart,2023-02-09,190
Sullivan,2023-02-09,41
Sumner,2023-02-09,39
Tipton,2023-02-09,59
Trousdale,2023-02-09,2
Unicoi,2023-02-09,50
Union,2023-02-09,42
Van Buren,2023-02-09,2
Washington,2023-02-09,1075
Williamson,2023-02-09,12
Wilson,2023-02-09,2
Anderson,2023-02-10,1
Bedford,2023-02-10,5
Bledsoe,2023-02-10,2
Blount,2023-02-10,17
Bradley,2023-02-10,1
Campbell,2023-02-10,159
Cannon,2023-02-10,3
Cheatham,2023-02-10,5
Chester,2023-02-10,1341
Claiborne,2023-02-10,1
Clay,2023-02-10,15
Cocke,2023-02-10,5
Coffee,2023-02-10,40
Crockett,2023-02-10,2
Cumberland,2023-02-10,1
Davidson,2023-02-10,374
Fayette,2023-02-10,17
Fentress,2023-02-10,1
Franklin,2023-02-10,11
Gibson,2023-02-10,83
Giles,2023-02-10,642
Grainger,2023-02-10,0
Greene,2023-02-10,78
Grundy,2023-02-10,3
Hamblen,2023-02-10,1
Hamilton,2023-02-10,1
Hawkins,2023-02-10,12
Haywood,2023-02-10,313
Henderson,2023-02-10,1
Henry,2023-02-10,20
Jefferson,2023-02-10,33
Knox,2023-02-10,958
Lawrence,2023-02-10,5
Loudon,2023-02-10,11
Macon,2023-02-10,1
Madison,2023-02-10,68
Marion,2023-02-10,1
Marshall,2023-02-10,65
Maury,2023-02-10,3
McMinn,2023-02-10,4
Meigs,2023-02-10,1
Monroe,2023-02-10,62
Montgomery,2023-02-10,12
Obion,2023-02-10,2
Polk,2023-02-10,1
Rhea,2023-02-10,1
Roane,2023-02-10,1
Robertson,2023-02-10,62
Rutherford,2023-02-10,13
Sequatchie,2023-02-10,3
Sevier,2023-02-10,17
Shelby,2023-02-10,2447
Stewart,2023-02-10,2
Sullivan,2023-02-10,6
Sumner,2023-02-10,5
Tipton,2023-02-10,11
Union,2023-02-10,35
Van Buren,2023-02-10,2
Washington,2023-02-10,18
Williamson,2023-02-10,34
Wilson,2023-02-10,79
Anderson,2023-02-11,6
Bedford,2023-02-11,3
Bledsoe,2023-02-11,2
Blount,2023-02-11,7
Bradley,2023-02-11,67
Cheatham,2023-02-11,73
Chester,2023-02-11,36
Cocke,2023-02-11,1
Coffee,2023-02-11,8
Cumberland,2023-02-11,27
Davidson,2023-02-11,1922
Fayette,2023-02-11,1
Fentress,2023-02-11,3
Giles,2023-02-11,19
Grainger,2023-02-11,13
Greene,2023-02-11,913
Hamblen,2023-02-11,119
Hamilton,2023-02-11,3
Hawkins,2023-02-11,16
Haywood,2023-02-11,10
Henry,2023-02-11,19
Jefferson,2023-02-11,998
Knox,2023-02-11,1124
Lawrence,2023-02-11,5
Lincoln,2023-02-11,0
Loudon,2023-02-11,2
Madison,2023-02-11,1
Marion,2023-02-11,1
Montgomery,2023-02-11,12
Obion,2023-02-11,5
Polk,2023-02-11,726
Robertson,2023-02-11,20
Rutherford,2023-02-11,2
Sequatchie,2023-02-11,3
Sevier,2023-02-11,94
Shelby,2023-02-11,16
Sullivan,2023-02-11,217
Tipton,2023-02-11,8
Van Buren,2023-02-11,2
Washington,2023-02-11,180
White,2023-02-11,4
Williamson,2023-02-11,1
Wilson,2023-02-11,1
Anderson,2023-02-12,4
Bledsoe,2023-02-12,3
Blount,2023-02-12,436
Bradley,2023-02-12,15
Cheatham,2023-02-12,1
Chester,2023-02-12,1
Claiborne,2023-02-12,22
Cocke,2023-02-12,8
Coffee,2023-02-12,1
Crockett,2023-02-12,13
Cumberland,2023-02-12,1
Davidson,2023-02-12,318
Fayette,2023-02-12,1
Fentress,2023-02-12,1
Franklin,2023-02-12,1
Gibson,2023-02-12,1
Giles,2023-02-12,4
Grainger,2023-02-12,20
Greene,2023-02-12,4
Hamblen,2023-02-12,0
Hancock,2023-02-12,7
Hawkins,2023-02-12,134
Haywood,2023-02-12,10
Henry,2023-02-12,37
Jefferson,2023-02-12,997
Knox,2023-02-12,938
Lawrence,2023-02-12,330
Loudon,2023-02-12,13
Madison,2023-02-12,14
Marion,2023-02-12,1
Marshall,2023-02-12,1
Maury,2023-02-12,23
McMinn,2023-02-12,8
Meigs,2023-02-12,1
Monroe,2023-02-12,583
Montgomery,2023-02-12,2
Obion,2023-02-12,4
Pickett,2023-02-12,22
Rhea,2023-02-12,35
Robertson,2023-02-12,1
Rutherford,2023-02-12,2
Sequatchie,2023-02-12,3
Sevier,2023-02-12,94
Shelby,2023-02-12,380
Sullivan,2023-02-12,28
Sumner,2023-02-12,82
Union,2023-02-12,3
Van Buren,2023-02-12,2
Washington,2023-02-12,181
Williamson,2023-02-12,3
Wilson,2023-02-12,4
Anderson,2023-02-13,2
Bedford,2023-02-13,2
Bledsoe,2023-02-13,1
Blount,2023-02-13,15
Bradley,2023-02-13,1
Campbell,2023-02-13,17
Cannon,2023-02-13,3
Cheatham,2023-02-13,5
Chester,2023-02-13,28
Claiborne,2023-02-13,5
Cocke,2023-02-13,19
Coffee,2023-02-13,6
Cumberland,2023-02-13,18
Davidson,2023-02-13,28
DeKalb,2023-02-13,0
Dickson,2023-02-13,0
Dyer,2023-02-13,1
Fayette,2023-02-13,1
Fentress,2023-02-13,2
Franklin,2023-02-13,1
Gibson,2023-02-13,29
Giles,2023-02-13,64
Grainger,2023-02-13,13
Greene,2023-02-13,7
Hamblen,2023-02-13,6
Hamilton,2023-02-13,60
Hardeman,2023-02-13,2
Hawkins,2023-02-13,1720
Haywood,2023-02-13,19
Hickman,2023-02-13,0
Jefferson,2023-02-13,124
Knox,2023-02-13,549
Lawrence,2023-02-13,8
Loudon,2023-02-13,3
Madison,2023-02-13,12
Marion,2023-02-13,1
Marshall,2023-02-13,1
Maury,2023-02-13,15
McMinn,2023-02-13,1
Meigs,2023-02-13,1
Monroe,2023-02-13,28
Montgomery,2023-02-13,128
Moore,2023-02-13,5
Obion,2023-02-13,2
Pickett,2023-02-13,1
Rhea,2023-02-13,1
Robertson,2023-02-13,17
Rutherford,2023-02-13,911
Sequatchie,2023-02-13,3
Sevier,2023-02-13,170
Shelby,2023-02-13,292
Smith,2023-02-13,0
Stewart,2023-02-13,1
Sullivan,2023-02-13,8
Sumner,2023-02-13,13
Tipton,2023-02-13,2
Trousdale,2023-02-13,0
Union,2023-02-13,4
Van Buren,2023-02-13,2
Warren,2023-02-13,0
Washington,2023-02-13,601
White,2023-02-13,7
Williamson,2023-02-13,9
Wilson,2023-02-13,921
Anderson,2023-02-14,1524
Bedford,2023-02-14,12
Bledsoe,2023-02-14,63
Blount,2023-02-14,509
Bradley,2023-02-14,332
Campbell,2023-02-14,129
Cannon,2023-02-14,3
Cheatham,2023-02-14,4
Chester,2023-02-14,4
Claiborne,2023-02-14,25
Cocke,2023-02-14,27
Coffee,2023-02-14,63
Cumberland,2023-02-14,1102
Davidson,2023-02-14,1950
DeKalb,2023-02-14,1
Fayette,2023-02-14,1
Fentress,2023-02-14,25
Franklin,2023-02-14,5
Gibson,2023-02-14,4
Giles,2023-02-14,3
Grainger,2023-02-14,3
Greene,2023-02-14,57
Grundy,2023-02-14,44
Hamblen,2023-02-14,7
Hamilton,2023-02-14,9
Hancock,2023-02-14,123
Hardeman,2023-02-14,1
Hawkins,2023-02-14,13
Haywood,2023-02-14,1
Henry,2023-02-14,16
Jefferson,2023-02-14,48
Knox,2023-02-14,127
Lawrence,2023-02-14,3
Loudon,2023-02-14,3
Macon,2023-02-14,2
Madison,2023-02-14,1188
Marion,2023-02-14,3
Marshall,2023-02-14,2
Maury,2023-02-14,45
McMinn,2023-02-14,89
Meigs,2023-02-14,31
Monroe,2023-02-14,20
Montgomery,2023-02-14,6
Moore,2023-02-14,2
Overton,2023-02-14,11
Pickett,2023-02-14,0
Polk,2023-02-14,152
Putnam,2023-02-14,206
Rhea,2023-02-14,93
Robertson,2023-02-14,130
Rutherford,2023-02-14,2025
Scott,2023-02-14,0
Sequatchie,2023-02-14,295
Sevier,2023-02-14,108
Shelby,2023-02-14,2225
Stewart,2023-02-14,1
Sullivan,2023-02-14,65
Sumner,2023-02-14,40
Tipton,2023-02-14,22
Union,2023-02-14,1
Van Buren,2023-02-14,2
Washington,2023-02-14,1669
White,2023-02-14,9
Williamson,2023-02-14,358
Wilson,2023-02-14,8
Anderson,2023-02-15,22
Bedford,2023-02-15,2
Bledsoe,2023-02-15,64
Blount,2023-02-15,66
Bradley,2023-02-15,99
Campbell,2023-02-15,112
Cannon,2023-02-15,2
Cheatham,2023-02-15,10
Chester,2023-02-15,28
Claiborne,2023-02-15,94
Cocke,2023-02-15,2727
Coffee,2023-02-15,7
Cumberland,2023-02-15,48
Davidson,2023-02-15,419
Dyer,2023-02-15,10
Fayette,2023-02-15,27
Fentress,2023-02-15,25
Franklin,2023-02-15,921
Gibson,2023-02-15,11
Giles,2023-02-15,11
Grainger,2023-02-15,82
Greene,2023-02-15,14
Grundy,2023-02-15,51
Hamblen,2023-02-15,13
Hamilton,2023-02-15,9
Hancock,2023-02-15,0
Hardeman,2023-02-15,3
Hawkins,2023-02-15,67
Haywood,2023-02-15,1025
Henry,2023-02-15,1303
Jefferson,2023-02-15,10
Knox,2023-02-15,99
Lawrence,2023-02-15,4
Loudon,2023-02-15,32
Madison,2023-02-15,19
Marion,2023-02-15,1
Marshall,2023-02-15,1
Maury,2023-02-15,6
McMinn,2023-02-15,455
Meigs,2023-02-15,13
Monroe,2023-02-15,57
Montgomery,2023-02-15,8
Moore,2023-02-15,5
Obion,2023-02-15,21
Pickett,2023-02-15,1
Polk,2023-02-15,120
Roane,2023-02-15,14
Robertson,2023-02-15,23
Rutherford,2023-02-15,334
Sequatchie,2023-02-15,116
Sevier,2023-02-15,489
Shelby,2023-02-15,1029
Stewart,2023-02-15,1
Sullivan,2023-02-15,16
Sumner,2023-02-15,8
Tipton,2023-02-15,39
Union,2023-02-15,243
Van Buren,2023-02-15,2
Washington,2023-02-15,303
White,2023-02-15,1
Williamson,2023-02-15,29
Wilson,2023-02-15,7
Anderson,2023-02-16,42
Bedford,2023-02-16,116
Bledsoe,2023-02-16,64
Blount,2023-02-16,3
Bradley,2023-02-16,915
Campbell,2023-02-16,216
Cannon,2023-02-16,30
Cheatham,2023-02-16,5
Chester,2023-02-16,32
Claiborne,2023-02-16,79
Clay,2023-02-16,254
Cocke,2023-02-16,54
Coffee,2023-02-16,54
Crockett,2023-02-16,385
Cumberland,2023-02-16,1167
Davidson,2023-02-16,4769
DeKalb,2023-02-16,5
Fayette,2023-02-16,19
Fentress,2023-02-16,4
Franklin,2023-02-16,1
Gibson,2023-02-16,180
Giles,2023-02-16,76
Grainger,2023-02-16,1
Greene,2023-02-16,9
Grundy,2023-02-16,3
Hamblen,2023-02-16,14
Hamilton,2023-02-16,654
Hancock,2023-02-16,35
Hardeman,2023-02-16,3
Hawkins,2023-02-16,19
Haywood,2023-02-16,5
Henderson,2023-02-16,2
Henry,2023-02-16,1221
Jefferson,2023-02-16,537
Knox,2023-02-16,189
Lake,2023-02-16,3
Lauderdale,2023-02-16,13
Lawrence,2023-02-16,559
Loudon,2023-02-16,7
Macon,2023-02-16,134
Madison,2023-02-16,67
Marion,2023-02-16,12
Marshall,2023-02-16,19
Maury,2023-02-16,1870
McMinn,2023-02-16,27
Meigs,2023-02-16,42
Monroe,2023-02-16,68
Montgomery,2023-02-16,1536
Moore,2023-02-16,2
Obion,2023-02-16,46
Pickett,2023-02-16,30
Polk,2023-02-16,42
Putnam,2023-02-16,1
Rhea,2023-02-16,77
Roane,2023-02-16,3
Robertson,2023-02-16,92
Rutherford,2023-02-16,891
Sequatchie,2023-02-16,20
Sevier,2023-02-16,24
Shelby,2023-02-16,5735
Stewart,2023-02-16,137
Sullivan,2023-02-16,27
Sumner,2023-02-16,122
Tipton,2023-02-16,43
Trousdale,2023-02-16,5
Unicoi,2023-02-16,1
Union,2023-02-16,241
Van Buren,2023-02-16,2
Washington,2023-02-16,34
White,2023-02-16,1
Williamson,2023-02-16,90
Wilson,2023-02-16,8
Anderson,2023-02-17,793
Bedford,2023-02-17,2
Bledsoe,2023-02-17,170
Blount,2023-02-17,27
Bradley,2023-02-17,73
Campbell,2023-02-17,571
Cheatham,2023-02-17,10
Chester,2023-02-17,2
Claiborne,2023-02-17,115
Clay,2023-02-17,254
Cocke,2023-02-17,76
Coffee,2023-02-17,40
Cumberland,2023-02-17,148
Davidson,2023-02-17,1714
