county,date,customers_out
Overton,2021-02-19,35.0
Pickett,2021-02-17,
Pickett,2021-02-18,574.0
Pickett,2021-02-19,33.0
Polk,2021-02-17,
Polk,2021-02-18,1.0
Putnam,2021-02-17,
Putnam,2021-02-18,42.0
Putnam,2021-02-19,31.0
Rhea,2021-02-17,
Rhea,2021-02-18,1.0
Roane,2021-02-17,
Roane,2021-02-18,7.0
Robertson,2021-02-17,4.0
Robertson,2021-02-18,14.0
Robertson,2021-02-19,3.0
Rutherford,2021-02-17,131.0
Rutherford,2021-02-18,107.0
Rutherford,2021-02-19,8.0
Scott,2021-02-17,7.0
Scott,2021-02-18,95.0
Sequatchie,2021-02-18,940.0
Sevier,2021-02-17,44.0
Sevier,2021-02-18,67.0
Sevier,2021-02-19,8.0
Shelby,2021-02-17,1382.0
Shelby,2021-02-18,155.0
Shelby,2021-02-19,1942.0
Stewart,2021-02-18,1.0
Sullivan,2021-02-17,79.0
Sullivan,2021-02-18,7.0
Sullivan,2021-02-19,5.0
Sumner,2021-02-17,134.0
Sumner,2021-02-18,174.0
Sumner,2021-02-19,2.0
Tipton,2021-02-17,2.0
Tipton,2021-02-18,3.0
Tipton,2021-02-19,7.0
Unicoi,2021-02-17,4.0
Unicoi,2021-02-18,4.0
Unicoi,2021-02-19,
Union,2021-02-17,5.0
Union,2021-02-18,4.0
Union,2021-02-19,70.0
Van Buren,2021-02-18,2.0
Van Buren,2021-02-19,1.0
Warren,2021-02-18,1.0
Washington,2021-02-18,2.0
Washington,2021-02-19,66.0
Weakley,2021-02-17,1.0
White,2021-02-17,
White,2021-02-18,1.0
Williamson,2021-02-17,7.0
Williamson,2021-02-18,73.0
Williamson,2021-02-19,1104.0
Wilson,2021-02-17,4.0
Wilson,2021-02-18,25.0
Wilson,2021-02-19,23.0
Anderson,2021-02-19,905.0
Anderson,2021-02-20,2.0
Anderson,2021-02-21,24.0
Anderson,2021-02-22,42.0
Bedford,2021-02-19,1500.0
Bedford,2021-02-20,1177.0
Bedford,2021-02-21,317.0
Bedford,2021-02-22,147.0
Bledsoe,2021-02-20,112.0
Bledsoe,2021-02-21,1.0
Bledsoe,2021-02-22,3.0
Blount,2021-02-20,1163.0
Blount,2021-02-21,4.0
Blount,2021-02-22,141.0
Bradley,2021-02-21,113.0
Bradley,2021-02-22,836.0
Campbell,2021-02-20,78.0
Campbell,2021-02-21,59.0
Campbell,2021-02-22,146.0
Cannon,2021-02-19,22.0
Cannon,2021-02-20,293.0
Cannon,2021-02-21,73.0
Cannon,2021-02-22,71.0
Cheatham,2021-02-19,1.0
Cheatham,2021-02-20,1.0
Cheatham,2021-02-21,2.0
Cheatham,2021-02-22,3.0
Chester,2021-02-22,33.0
Claiborne,2021-02-19,39.0
Claiborne,2021-02-20,9.0
Claiborne,2021-02-21,5.0
Claiborne,2021-02-22,1.0
Clay,2021-02-19,
Clay,2021-02-20,11.0
Cocke,2021-02-19,1.0
Cocke,2021-02-20,4.0
Cocke,2021-02-21,10.0
Cocke,2021-02-22,14.0
Coffee,2021-02-19,200.0
Coffee,2021-02-20,646.0
Coffee,2021-02-21,286.0
Coffee,2021-02-22,35.0
Cumberland,2021-02-20,18.0
Cumberland,2021-02-21,123.0
Cumberland,2021-02-22,1517.0
Davidson,2021-02-19,134.0
Davidson,2021-02-20,16.0
Davidson,2021-02-21,10.0
Davidson,2021-02-22,598.0
DeKalb,2021-02-19,1.0
DeKalb,2021-02-21,533.0
DeKalb,2021-02-22,4.0
Dickson,2021-02-22,
Fayette,2021-02-19,
Fayette,2021-02-20,321.0
Fayette,2021-02-21,1.0
Fayette,2021-02-22,1.0
Fentress,2021-02-19,68.0
Fentress,2021-02-20,143.0
Fentress,2021-02-21,62.0
Fentress,2021-02-22,57.0
Franklin,2021-02-19,1.0
Franklin,2021-02-20,2.0
Franklin,2021-02-21,1.0
Franklin,2021-02-22,33.0
Gibson,2021-02-20,3.0
Giles,2021-02-19,68.0
Giles,2021-02-20,112.0
Giles,2021-02-22,30.0
Grainger,2021-02-19,29.0
Grainger,2021-02-20,464.0
Grainger,2021-02-22,16.0
Greene,2021-02-19,52.0
Greene,2021-02-20,1.0
Greene,2021-02-21,1.0
Greene,2021-02-22,18.0
Grundy,2021-02-20,1.0
Grundy,2021-02-21,1.0
Grundy,2021-02-22,7.0
Hamblen,2021-02-20,20.0
Hamblen,2021-02-21,
Hamblen,2021-02-22,
Hamilton,2021-02-20,3.0
Hamilton,2021-02-21,3.0
Hamilton,2021-02-22,2.0
Hancock,2021-02-19,1.0
Hancock,2021-02-20,1.0
Hancock,2021-02-21,1.0
Hancock,2021-02-22,1.0
Hardeman,2021-02-19,
Hardeman,2021-02-20,
Hardeman,2021-02-21,
Hardeman,2021-02-22,
Hawkins,2021-02-20,26.0
Hawkins,2021-02-21,
Hawkins,2021-02-22,110.0
Haywood,2021-02-19,
Haywood,2021-02-20,
Haywood,2021-02-21,1.0
Haywood,2021-02-22,
Henry,2021-02-20,33.0
Henry,2021-02-21,33.0
Henry,2021-02-22,33.0
Hickman,2021-02-22,
Jackson,2021-02-19,
Jefferson,2021-02-20,1.0
Jefferson,2021-02-21,1.0
Jefferson,2021-02-22,1.0
Knox,2021-02-19,111.0
Knox,2021-02-20,87.0
Knox,2021-02-21,59.0
Knox,2021-02-22,205.0
Lake,2021-02-21,1123.0
Lawrence,2021-02-19,1.0
Lawrence,2021-02-20,2.0
Lawrence,2021-02-21,2.0
Lawrence,2021-02-22,5.0
Lewis,2021-02-20,
Lincoln,2021-02-19,182.0
Lincoln,2021-02-20,79.0
Loudon,2021-02-20,3.0
Loudon,2021-02-21,1.0
Loudon,2021-02-22,330.0
Macon,2021-02-19,
Macon,2021-02-20,63.0
Macon,2021-02-22,1.0
Madison,2021-02-19,67.0
Madison,2021-02-20,67.0
Madison,2021-02-21,10.0
Madison,2021-02-22,414.0
Marion,2021-02-19,1.0
Marion,2021-02-20,1.0
Marion,2021-02-21,12.0
Marion,2021-02-22,1.0
Marshall,2021-02-19,2.0
Marshall,2021-02-20,110.0
Marshall,2021-02-21,1.0
Marshall,2021-02-22,6.0
Maury,2021-02-19,1.0
Maury,2021-02-20,1.0
Maury,2021-02-22,2.0
McMinn,2021-02-20,17.0
McMinn,2021-02-21,2.0
McMinn,2021-02-22,
Meigs,2021-02-19,1.0
Meigs,2021-02-21,1.0
Meigs,2021-02-22,
Monroe,2021-02-20,26.0
Monroe,2021-02-21,215.0
Monroe,2021-02-22,215.0
Montgomery,2021-02-19,9.0
Montgomery,2021-02-20,128.0
Montgomery,2021-02-21,29.0
Montgomery,2021-02-22,5.0
Moore,2021-02-19,22.0
Moore,2021-02-20,97.0
Moore,2021-02-21,16.0
Morgan,2021-02-21,12.0
Morgan,2021-02-22,60.0
Obion,2021-02-19,4.0
Obion,2021-02-21,1159.0
Obion,2021-02-22,1.0
Overton,2021-02-19,1.0
Overton,2021-02-20,1.0
Overton,2021-02-22,2.0
Pickett,2021-02-19,40.0
Pickett,2021-02-20,71.0
Pickett,2021-02-21,14.0
Pickett,2021-02-22,15.0
Polk,2021-02-20,8.0
Polk,2021-02-21,1.0
Polk,2021-02-22,634.0
Putnam,2021-02-22,72.0
Rhea,2021-02-20,98.0
Rhea,2021-02-21,1.0
Rhea,2021-02-22,50.0
Roane,2021-02-20,54.0
Roane,2021-02-21,5.0
Roane,2021-02-22,
Robertson,2021-02-19,1.0
Robertson,2021-02-20,40.0
Robertson,2021-02-21,
Robertson,2021-02-22,4.0
Rutherford,2021-02-19,54.0
Rutherford,2021-02-20,607.0
Rutherford,2021-02-21,17.0
Rutherford,2021-02-22,7.0
Scott,2021-02-22,
Sequatchie,2021-02-21,2.0
Sevier,2021-02-19,2.0
Sevier,2021-02-20,14.0
Sevier,2021-02-21,35.0
Sevier,2021-02-22,3863.0
Shelby,2021-02-19,1670.0
Shelby,2021-02-20,4869.0
Shelby,2021-02-21,3638.0
Shelby,2021-02-22,334.0
Smith,2021-02-19,
Smith,2021-02-21,84.0
Smith,2021-02-22,
Stewart,2021-02-19,1.0
Stewart,2021-02-20,1.0
Stewart,2021-02-21,4.0
Stewart,2021-02-22,1.0
Sullivan,2021-02-19,8.0
Sullivan,2021-02-20,4.0
Sullivan,2021-02-21,49.0
Sullivan,2021-02-22,11.0
Sumner,2021-02-19,1.0
Sumner,2021-02-20,33.0
Sumner,2021-02-21,2.0
Sumner,2021-02-22,55.0
Tipton,2021-02-19,3.0
Tipton,2021-02-20,3.0
Tipton,2021-02-21,8.0
Tipton,2021-02-22,41.0
Trousdale,2021-02-19,
Trousdale,2021-02-22,
Unicoi,2021-02-22,
Union,2021-02-19,6.0
Union,2021-02-20,2.0
Union,2021-02-21,2.0
Van Buren,2021-02-22,69.0
Warren,2021-02-22,
Washington,2021-02-19,3.0
Washington,2021-02-20,5.0
Washington,2021-02-21,5.0
Washington,2021-02-22,3397.0
White,2021-02-22,
Williamson,2021-02-19,1.0
Williamson,2021-02-20,2.0
Williamson,2021-02-21,20.0
Williamson,2021-02-22,1901.0
Wilson,2021-02-20,4.0
Wilson,2021-02-21,60.0
Wilson,2021-02-22,8.0
Anderson,2021-02-22,16.0
Anderson,2021-02-23,12.0
Anderson,2021-02-24,1.0
Anderson,2021-02-25,1.0
Bedford,2021-02-22,198.0
Bedford,2021-02-23,1.0
Bedford,2021-02-24,78.0
Bedford,2021-02-25,3.0
Bledsoe,2021-02-22,1.0
Bledsoe,2021-02-24,6.0
Blount,2021-02-22,65.0
Blount,2021-02-23,80.0
Blount,2021-02-24,25.0
Blount,2021-02-25,30.0
Bradley,2021-02-22,3.0
Bradley,2021-02-23,2.0
Bradley,2021-02-24,1.0
Campbell,2021-02-22,1.0
Campbell,2021-02-23,42.0
Campbell,2021-02-24,34.0
Campbell,2021-02-25,10.0
Cannon,2021-02-23,28.0
Cannon,2021-02-24,9.0
Cannon,2021-02-25,4.0
Cheatham,2021-02-22,2.0
Cheatham,2021-02-23,8.0
Cheatham,2021-02-24,21.0
Cheatham,2021-02-25,5.0
Chester,2021-02-24,60.0
Claiborne,2021-02-22,1.0
Claiborne,2021-02-23,8.0
Claiborne,2021-02-24,61.0
Claiborne,2021-02-25,1.0
Clay,2021-02-23,1.0
Cocke,2021-02-22,1.0
Cocke,2021-02-23,18.0
Cocke,2021-02-24,10.0
Cocke,2021-02-25,6.0
Coffee,2021-02-22,6.0
Coffee,2021-02-23,612.0
Coffee,2021-02-24,22.0
Coffee,2021-02-25,177.0
Crockett,2021-02-23,1.0
Crockett,2021-02-24,2.0
Crockett,2021-02-25,2.0
Cumberland,2021-02-23,57.0
Cumberland,2021-02-24,348.0
Cumberland,2021-02-25,31.0
Davidson,2021-02-22,129.0
Davidson,2021-02-23,188.0
Davidson,2021-02-24,44.0
Davidson,2021-02-25,5115.0
DeKalb,2021-02-23,1.0
DeKalb,2021-02-25,
Dickson,2021-02-25,
Fayette,2021-02-22,1.0
Fayette,2021-02-23,
Fayette,2021-02-24,85.0
Fayette,2021-02-25,26.0
Fentress,2021-02-22,1.0
Fentress,2021-02-23,56.0
Fentress,2021-02-24,7.0
Fentress,2021-02-25,1.0
Franklin,2021-02-22,13.0
Franklin,2021-02-23,20.0
Franklin,2021-02-24,3.0
Franklin,2021-02-25,3.0
Gibson,2021-02-22,20.0
Gibson,2021-02-23,59.0
Gibson,2021-02-24,2.0
Giles,2021-02-22,1.0
Giles,2021-02-23,16.0
Giles,2021-02-24,1326.0
Giles,2021-02-25,30.0
Grainger,2021-02-22,16.0
Grainger,2021-02-23,1.0
Grainger,2021-02-24,2.0
Grainger,2021-02-25,91.0
Greene,2021-02-23,1169.0
Greene,2021-02-24,3.0
Greene,2021-02-25,2.0
Grundy,2021-02-22,1.0
Grundy,2021-02-23,7.0
Hamblen,2021-02-23,10.0
Hamblen,2021-02-24,
Hamblen,2021-02-25,2.0
Hamilton,2021-02-23,47.0
Hamilton,2021-02-24,1.0
Hamilton,2021-02-25,1.0
Hancock,2021-02-22,1.0
Hancock,2021-02-23,27.0
Hancock,2021-02-24,2.0
Hancock,2021-02-25,1.0
Hardeman,2021-02-22,3.0
Hardeman,2021-02-23,
Hardeman,2021-02-24,
Hawkins,2021-02-23,123.0
Hawkins,2021-02-24,31.0
Hawkins,2021-02-25,31.0
Haywood,2021-02-22,
Haywood,2021-02-23,50.0
Haywood,2021-02-24,
Henderson,2021-02-24,1.0
Henry,2021-02-23,
Henry,2021-02-24,51.0
Henry,2021-02-25,5.0
Hickman,2021-02-25,
Knox,2021-02-22,70.0
Knox,2021-02-23,140.0
Knox,2021-02-24,275.0
Knox,2021-02-25,2538.0
Lawrence,2021-02-22,2.0
Lawrence,2021-02-23,24.0
Lawrence,2021-02-24,17.0
Lawrence,2021-02-25,2.0
Lewis,2021-02-22,
Lewis,2021-02-23,
Lincoln,2021-02-22,
Lincoln,2021-02-23,
Lincoln,2021-02-24,182.0
Loudon,2021-02-22,4.0
Loudon,2021-02-23,5.0
Loudon,2021-02-24,
Loudon,2021-02-25,21.0
Macon,2021-02-23,2.0
Macon,2021-02-24,1.0
Macon,2021-02-25,1.0
Madison,2021-02-22,4.0
Madison,2021-02-24,312.0
Madison,2021-02-25,1090.0
Marion,2021-02-22,1.0
Marion,2021-02-23,1.0
Marion,2021-02-24,4.0
Marion,2021-02-25,65.0
Marshall,2021-02-22,
Marshall,2021-02-23,8.0
Marshall,2021-02-24,4.0
Marshall,2021-02-25,3.0
Maury,2021-02-22,
Maury,2021-02-23,9.0
Maury,2021-02-24,1.0
Maury,2021-02-25,3.0
McMinn,2021-02-24,1.0
McMinn,2021-02-25,1.0
Meigs,2021-02-23,1.0
Meigs,2021-02-24,2.0
Meigs,2021-02-25,1.0
Monroe,2021-02-23,92.0
Monroe,2021-02-24,243.0
Monroe,2021-02-25,25.0
Montgomery,2021-02-22,1.0
Montgomery,2021-02-23,2125.0
Montgomery,2021-02-24,112.0
Montgomery,2021-02-25,3.0
Moore,2021-02-22,
Moore,2021-02-23,2.0
Moore,2021-02-24,1.0
Moore,2021-02-25,16.0
Morgan,2021-02-22,5.0
Morgan,2021-02-24,
Obion,2021-02-23,2.0
Obion,2021-02-24,8.0
Overton,2021-02-23,1.0
Overton,2021-02-24,
Pickett,2021-02-23,20.0
Pickett,2021-02-24,1.0
Polk,2021-02-23,1.0
Polk,2021-02-24,
Putnam,2021-02-22,1.0
Putnam,2021-02-24,
Rhea,2021-02-24,51.0
Roane,2021-02-23,3.0
Roane,2021-02-24,96.0
Roane,2021-02-25,1.0
Robertson,2021-02-22,1.0
Robertson,2021-02-23,4.0
Robertson,2021-02-24,63.0
Robertson,2021-02-25,17.0
Rutherford,2021-02-22,2.0
Rutherford,2021-02-23,13.0
Rutherford,2021-02-24,17.0
Rutherford,2021-02-25,7.0
Scott,2021-02-24,
Sequatchie,2021-02-22,1.0
Sequatchie,2021-02-23,1.0
Sequatchie,2021-02-24,67.0
Sevier,2021-02-22,522.0
Sevier,2021-02-23,28.0
Sevier,2021-02-24,51.0
Sevier,2021-02-25,31.0
Shelby,2021-02-22,253.0
Shelby,2021-02-23,817.0
Shelby,2021-02-24,267.0
Shelby,2021-02-25,1170.0
Smith,2021-02-25,
Stewart,2021-02-22,1.0
Stewart,2021-02-23,1.0
Stewart,2021-02-24,1.0
Stewart,2021-02-25,9.0
Sullivan,2021-02-22,8.0
Sullivan,2021-02-23,31.0
Sullivan,2021-02-24,30.0
Sullivan,2021-02-25,30.0
Sumner,2021-02-22,1.0
Sumner,2021-02-23,9.0
Sumner,2021-02-24,7.0
Sumner,2021-02-25,35.0
Tipton,2021-02-22,2.0
Tipton,2021-02-24,10.0
Trousdale,2021-02-23,1.0
Trousdale,2021-02-24,3.0
Trousdale,2021-02-25,3.0
Unicoi,2021-02-23,
Unicoi,2021-02-24,
Union,2021-02-23,
Union,2021-02-24,
Union,2021-02-25,1.0
Warren,2021-02-25,
Washington,2021-02-22,3.0
Washington,2021-02-23,101.0
Washington,2021-02-24,7.0
Washington,2021-02-25,16.0
White,2021-02-24,8.0
Williamson,2021-02-22,2.0
Williamson,2021-02-23,8.0
Williamson,2021-02-24,97.0
Williamson,2021-02-25,51.0
Wilson,2021-02-22,7.0
Wilson,2021-02-23,10.0
Wilson,2021-02-24,13.0
Wilson,2021-02-25,26.0
Anderson,2021-02-25,5.0
Anderson,2021-02-26,30.0
Anderson,2021-02-27,36.0
Anderson,2021-02-28,282.0
Anderson,2021-03-01,69.0
Bedford,2021-02-25,1.0
Bedford,2021-02-26,6.0
Bedford,2021-02-27,2.0
Bedford,2021-02-28,26649.0
Bedford,2021-03-01,168.0
Bledsoe,2021-02-25,1.0
Bledsoe,2021-02-26,1.0
Bledsoe,2021-02-27,12.0
Bledsoe,2021-02-28,5.0
Bledsoe,2021-03-01,76.0
Blount,2021-02-25,3.0
Blount,2021-02-26,96.0
Blount,2021-02-27,540.0
Blount,2021-02-28,540.0
Blount,2021-03-01,342.0
Bradley,2021-02-26,847.0
Bradley,2021-02-27,30.0
Bradley,2021-02-28,4.0
Bradley,2021-03-01,57.0
Campbell,2021-02-25,
Campbell,2021-02-26,207.0
Campbell,2021-02-27,199.0
Campbell,2021-02-28,140.0
Campbell,2021-03-01,236.0
Cannon,2021-02-26,1.0
Cannon,2021-02-27,1.0
Cannon,2021-02-28,4.0
Cannon,2021-03-01,
Cheatham,2021-02-25,5.0
Cheatham,2021-02-26,29.0
Cheatham,2021-02-27,29.0
Cheatham,2021-02-28,117.0
Cheatham,2021-03-01,514.0
Chester,2021-02-26,1.0
Chester,2021-02-27,2.0
Chester,2021-02-28,6.0
Chester,2021-03-01,6.0
Claiborne,2021-02-25,
Claiborne,2021-02-26,19.0
Claiborne,2021-02-27,57.0
Claiborne,2021-02-28,705.0
Claiborne,2021-03-01,38.0
Cocke,2021-02-26,4.0
Cocke,2021-02-27,2.0
Cocke,2021-02-28,38.0
Cocke,2021-03-01,11.0
Coffee,2021-02-25,
Coffee,2021-02-26,698.0
Coffee,2021-02-27,24.0
Coffee,2021-02-28,778.0
Coffee,2021-03-01,204.0
Crockett,2021-02-27,1.0
Crockett,2021-02-28,10.0
Cumberland,2021-02-25,7.0
Cumberland,2021-02-26,1.0
Cumberland,2021-02-27,13.0
Cumberland,2021-02-28,3.0
Cumberland,2021-03-01,5.0
Davidson,2021-02-25,5.0
Davidson,2021-02-26,567.0
Davidson,2021-02-27,2988.0
Davidson,2021-02-28,2241.0
Davidson,2021-03-01,804.0
DeKalb,2021-03-01,
Dickson,2021-03-01,
Dyer,2021-02-28,2.0
Fayette,2021-02-26,14.0
Fayette,2021-02-27,11.0
Fayette,2021-02-28,18.0
Fayette,2021-03-01,1.0
Fentress,2021-02-26,1.0
Fentress,2021-02-27,138.0
Fentress,2021-02-28,1.0
Fentress,2021-03-01,
Franklin,2021-02-25,1.0
Franklin,2021-02-26,2.0
Franklin,2021-02-27,21.0
Franklin,2021-02-28,37.0
Franklin,2021-03-01,37.0
Gibson,2021-02-26,4.0
Gibson,2021-02-27,497.0
Gibson,2021-02-28,618.0
Giles,2021-02-25,
Giles,2021-02-26,23.0
Giles,2021-02-27,1.0
Giles,2021-02-28,35.0
Giles,2021-03-01,35.0
Grainger,2021-02-26,25.0
Grainger,2021-02-27,
Grainger,2021-02-28,1132.0
Grainger,2021-03-01,1128.0
Greene,2021-02-26,3.0
Greene,2021-02-27,31.0
Greene,2021-02-28,82.0
Greene,2021-03-01,19.0
Grundy,2021-02-25,
Grundy,2021-02-27,91.0
Grundy,2021-02-28,26.0
Grundy,2021-03-01,32.0
Hamblen,2021-02-26,
Hamblen,2021-02-27,30.0
Hamblen,2021-02-28,577.0
Hamilton,2021-02-26,9.0
Hamilton,2021-03-01,4.0
Hancock,2021-02-25,1.0
Hancock,2021-02-26,7.0
Hancock,2021-02-27,8.0
Hancock,2021-02-28,99.0
Hancock,2021-03-01,1.0
Hawkins,2021-02-26,181.0
Hawkins,2021-02-27,7.0
Hawkins,2021-02-28,658.0
Hawkins,2021-03-01,4.0
Haywood,2021-02-27,236.0
Haywood,2021-02-28,989.0
Henderson,2021-02-28,1.0
Henry,2021-02-25,2.0
Henry,2021-02-26,1.0
Henry,2021-02-27,228.0
Henry,2021-02-28,136.0
Henry,2021-03-01,
Hickman,2021-03-01,
Jefferson,2021-02-25,31.0
Jefferson,2021-02-26,22.0
Jefferson,2021-02-27,30.0
Jefferson,2021-02-28,30.0
Jefferson,2021-03-01,42.0
Knox,2021-02-25,6929.0
Knox,2021-02-26,1526.0
Knox,2021-02-27,91.0
Knox,2021-02-28,1811.0
Knox,2021-03-01,5723.0
Lake,2021-02-26,6.0
Lake,2021-02-28,5.0
Lawrence,2021-02-25,3.0
Lawrence,2021-02-26,2.0
Lawrence,2021-02-27,1.0
Lawrence,2021-02-28,59.0
Lawrence,2021-03-01,58.0
Lewis,2021-02-25,
Lincoln,2021-02-25,
Loudon,2021-02-25,12.0
Loudon,2021-02-26,1.0
Loudon,2021-02-27,97.0
Loudon,2021-02-28,529.0
Loudon,2021-03-01,526.0
Macon,2021-02-27,138.0
Macon,2021-02-28,10.0
Macon,2021-03-01,8.0
Madison,2021-02-25,180.0
Madison,2021-02-26,4.0
Madison,2021-02-27,197.0
Madison,2021-02-28,483.0
Marion,2021-02-25,57.0
Marion,2021-02-26,2.0
Marion,2021-02-27,6.0
Marion,2021-02-28,6.0
Marion,2021-03-01,251.0
Marshall,2021-02-25,
Marshall,2021-02-26,69.0
Marshall,2021-02-27,27.0
Marshall,2021-02-28,39.0
Marshall,2021-03-01,40.0
Maury,2021-02-25,2.0
Maury,2021-02-26,25.0
Maury,2021-02-27,4.0
Maury,2021-02-28,49.0
Maury,2021-03-01,55.0
McMinn,2021-02-27,74.0
McMinn,2021-02-28,18.0
McMinn,2021-03-01,721.0
Meigs,2021-02-25,1.0
Meigs,2021-02-26,1.0
Meigs,2021-02-27,8.0
Meigs,2021-02-28,8.0
Meigs,2021-03-01,1159.0
Monroe,2021-02-26,11.0
Monroe,2021-02-27,44.0
Monroe,2021-02-28,466.0
Monroe,2021-03-01,265.0
Montgomery,2021-02-25,5.0
Montgomery,2021-02-26,21.0
Montgomery,2021-02-27,20.0
Montgomery,2021-02-28,212.0
Montgomery,2021-03-01,1.0
Moore,2021-02-25,
Moore,2021-03-01,6.0
Morgan,2021-03-01,
Obion,2021-02-25,5.0
Obion,2021-02-26,4.0
Obion,2021-02-27,3.0
Obion,2021-02-28,55.0
Obion,2021-03-01,4.0
Overton,2021-02-26,1.0
Overton,2021-02-27,285.0
Overton,2021-02-28,51.0
Overton,2021-03-01,
Pickett,2021-02-27,14.0
Pickett,2021-02-28,110.0
Pickett,2021-03-01,
Polk,2021-02-25,15.0
Polk,2021-02-26,1.0
Polk,2021-02-28,1.0
Polk,2021-03-01,4.0
Putnam,2021-02-26,1.0
Putnam,2021-02-27,26.0
Putnam,2021-03-01,
Rhea,2021-02-26,8.0
Rhea,2021-02-27,42.0
Rhea,2021-02-28,1382.0
Rhea,2021-03-01,51.0
Roane,2021-02-28,37.0
Roane,2021-03-01,795.0
Robertson,2021-02-25,1.0
Robertson,2021-02-26,207.0
Robertson,2021-02-27,509.0
Robertson,2021-02-28,100.0
Robertson,2021-03-01,5.0
Rutherford,2021-02-25,2.0
Rutherford,2021-02-26,31.0
Rutherford,2021-02-27,138.0
Rutherford,2021-02-28,8881.0
Rutherford,2021-03-01,223.0
Scott,2021-02-28,2.0
Scott,2021-03-01,
Sequatchie,2021-02-28,3.0
Sequatchie,2021-03-01,28.0
Sevier,2021-02-25,58.0
Sevier,2021-02-26,185.0
Sevier,2021-02-27,16.0
Sevier,2021-02-28,358.0
Sevier,2021-03-01,248.0
Shelby,2021-02-25,46.0
Shelby,2021-02-26,3149.0
Shelby,2021-02-27,4872.0
Shelby,2021-02-28,1674.0
Shelby,2021-03-01,187.0
Smith,2021-03-01,
Stewart,2021-02-26,2.0
Stewart,2021-02-28,64.0
Stewart,2021-03-01,27.0
Sullivan,2021-02-25,1.0
Sullivan,2021-02-26,4.0
Sullivan,2021-02-27,139.0
Sullivan,2021-02-28,139.0
Sullivan,2021-03-01,1.0
Sumner,2021-02-25,17.0
Sumner,2021-02-26,63.0
Sumner,2021-02-27,15.0
Sumner,2021-02-28,588.0
Sumner,2021-03-01,28.0
Tipton,2021-02-26,8.0
Tipton,2021-02-27,440.0
Tipton,2021-02-28,622.0
Tipton,2021-03-01,1.0
Trousdale,2021-02-27,63.0
Trousdale,2021-02-28,1.0
Trousdale,2021-03-01,
Unicoi,2021-02-26,
Unicoi,2021-02-27,
Unicoi,2021-03-01,
Union,2021-02-25,61.0
Union,2021-02-26,
Union,2021-02-27,
Union,2021-02-28,905.0
Union,2021-03-01,898.0
Van Buren,2021-02-28,13.0
Warren,2021-03-01,
Washington,2021-02-25,2.0
Washington,2021-02-26,1980.0
Washington,2021-02-27,2738.0
Washington,2021-02-28,2740.0
Washington,2021-03-01,5.0
Wayne,2021-02-25,
White,2021-03-01,
Williamson,2021-02-25,2.0
Williamson,2021-02-26,2.0
Williamson,2021-02-27,12.0
Williamson,2021-02-28,6.0
Williamson,2021-03-01,18.0
Wilson,2021-02-25,1.0
Wilson,2021-02-26,17.0
Wilson,2021-02-27,75.0
Wilson,2021-02-28,3.0
Wilson,2021-03-01,2.0
Anderson,2021-03-01,335.0
Anderson,2021-03-02,4.0
Anderson,2021-03-03,24.0
Bedford,2021-03-01,4.0
Bedford,2021-03-02,2.0
Bedford,2021-03-03,4.0
Bledsoe,2021-03-01,25.0
Bledsoe,2021-03-02,1.0
Blount,2021-03-01,111.0
Blount,2021-03-02,16.0
Blount,2021-03-03,46.0
Bradley,2021-03-01,57.0
Bradley,2021-03-02,2.0
Bradley,2021-03-03,53.0
Campbell,2021-03-01,52.0
Campbell,2021-03-02,101.0
Campbell,2021-03-03,81.0
Cannon,2021-03-01,1.0
Cannon,2021-03-02,12.0
Cannon,2021-03-03,15.0
Carter,2021-03-01,
Cheatham,2021-03-01,512.0
Cheatham,2021-03-02,2.0
Cheatham,2021-03-03,3.0
Claiborne,2021-03-01,23.0
Claiborne,2021-03-02,46.0
Claiborne,2021-03-03,47.0
Clay,2021-03-03,1.0
Cocke,2021-03-01,23.0
Cocke,2021-03-02,79.0
Cocke,2021-03-03,44.0
Cocke,2021-03-04,1.0
Coffee,2021-03-01,10.0
Coffee,2021-03-02,4.0
Coffee,2021-03-03,3.0
Cumberland,2021-03-01,112.0
Cumberland,2021-03-02,454.0
Cumberland,2021-03-03,1514.0
Davidson,2021-03-01,468.0
Davidson,2021-03-02,216.0
Davidson,2021-03-03,148.0
Davidson,2021-03-04,1.0
DeKalb,2021-03-01,1.0
DeKalb,2021-03-03,2.0
Fayette,2021-03-01,5.0
Fayette,2021-03-02,1.0
Fayette,2021-03-03,2.0
Fentress,2021-03-01,5.0
Fentress,2021-03-02,1187.0
Franklin,2021-03-01,22.0
Franklin,2021-03-02,6.0
Franklin,2021-03-03,3.0
Gibson,2021-03-01,3269.0
Gibson,2021-03-02,59.0
Giles,2021-03-01,7.0
Giles,2021-03-02,19.0
Giles,2021-03-03,2.0
Grainger,2021-03-01,3.0
Greene,2021-03-01,63.0
Greene,2021-03-02,5.0
Greene,2021-03-03,692.0
Grundy,2021-03-01,
Grundy,2021-03-02,1.0
Hamblen,2021-03-01,4.0
Hamblen,2021-03-02,4.0
Hamblen,2021-03-03,4.0
Hamilton,2021-03-01,33.0
Hamilton,2021-03-02,1.0
Hancock,2021-03-01,3.0
Hancock,2021-03-02,1.0
Hancock,2021-03-03,18.0
Hancock,2021-03-04,1.0
Hardeman,2021-03-01,
Hardeman,2021-03-02,3.0
Hardeman,2021-03-03,
Hawkins,2021-03-01,8.0
Hawkins,2021-03-02,11.0
